prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
2183,coconut oil comp oin,,unknown,,8.79E+16,1831,0,1,,,,,,,,,,
2436,aveeno crm,,unknown,,9.81E+16,15518,0,1,,,,,,,,,,
20947,eucerin dry skin relief 3% lotion with urea (beiersdorf uk ltd),urea,unknown,cutaneous,4.23E+15,749,0,1,,,,,,,,,,
4491,liq paraffin 5%/white soft paraffin 95% 5 % oin,,unknown,,1.13E+17,2835,0,1,,,,,,,,,,
1883,vaseline dermacare cream (unilever uk home & personal care),white soft paraffin/dimeticone,unknown,cutaneous,3.74E+15,4334,0,1,,,,,,,,,,
17941,imuderm cream (mercury pharma group ltd),,unknown,cutaneous,4.28E+15,318,0,1,,,,,,,,,,
1035,oilatum bath formula,,unknown,,1.94E+17,12078,0,1,,,,,,,,,,
20717,emulsiderm,,unknown,,,609,0,1,,,,,,,,,,
19603,unguentum m dispenser pack,,unknown,,,133,0,1,,,,,,,,,,
23648,betnovate 25% in emulsifying ointment,,unknown,,,9,0,1,1,,,,,,,potent,,
18113,urea 3% lotion,urea,unknown,cutaneous,4.25E+15,249,0,1,,,,,,,,,,
14533,aveeno gel,,unknown,,1.56E+17,42,0,1,,,,,,,,,,
23092,liquid paraffin 91.7% / lanolin 3% bath oil,liquid paraffin/lanolin oil,unknown,cutaneous,3.49E+15,55,0,1,,,,,,,,,,
21439,betnovate/urea/lavender oil/cetomacrogol oin,,unknown,,9.44E+16,31,0,1,1,,,,,,,potent,,
25029,urea 10%/hydrocortisone 1%,,unknown,,,0,0,1,1,,,,,,,mild,,
24820,isopropyl myristate emu,,unknown,,1.44E+17,3,0,1,,,,,,,,,,
2134,e45 bath oil oil,,unknown,,9.88E+16,19257,0,1,,,,,,,,,,
3067,simple ointment,cetostearyl alcohol/hard paraffin/white soft paraffin/wool fat,unknown,cutaneous,1.46E+16,2362,0,1,,,,,,,,,,
4170,infaderm therapeutic oil (mercury pharma group ltd),almond oil/liquid paraffin light,unknown,cutaneous,3.77E+15,3652,0,1,,,,,,,,,,
21470,urea oin,,unknown,,1.29E+17,3,0,1,,,,,,,,,,
